,tweet,label (KMeans),label (HAC)
12523,Pemerintah Berencana Gelar Roadshow Omnibus Law Ciptaker Pekan Ini  https://t.co/ZaJ2ZCWXJw  https://t.co/nyXUwbe4wb,0,1
12524,Pemerintah Berencana Roadshow Omnibus Law Ciptaker ke-18 Kota  https://t.co/YVBSFNGsdv,0,0
12525,Pemerintah berencana gelar roadshow Omnibus Law Ciptaker pekan ini  https://t.co/oYw5f40yOR,0,1
12526,Pemerintah mengubah aturan pemberian pesangon bagi pekerja yang mengalami PHK dalam Rancangan Undang-undang (RUU) Omnibus Law Cipta Kerja.    https://t.co/ia5WX98FdY,0,0
12527,[DISKUSI TERBUKA: RUU OMNIBUS LAW CIPTA KERJA UNTUK SIAPA?]  Salam Pergerakan!  RUU Omnibus Law Cipta Kerja didaulat pemerintah untuk mempercepat pembangunan perekonomian negeri ini. Namun banyak penolakan yang muncul dalam berbagai elemen karena dianggap merugikan rakyat.  https://t.co/nyTpa12T0Z,1,0
12528,"KNPI se-Indonesia secara bulat mendukung RUU Omnibus Law setelah mendengarkan paparan dan pandangan dari berbagai pihak, seperti akademisi, pengusaha, pihak keamanaan, pemerintah dan suara dari pimpinan DPD KNPI Provinsi seluruh Indonesia. #OmnibusLawCiptaKerja  https://t.co/gDJMcIa70t",1,0
12529,@kenndaru Yg lu tulis tuh omnibus law.. jd setidaknya kritik terhadap pasalnya di sertai oleh pasal RUU yg lu anggap bermasalah..  Bukan prihalkinerja pemerintah yg kita semua udah tau..,0,0
12530,@GRESAIDS Itu RUU adalah salah satu bukti betapa kejahatan bisa disusun secara sistematis. Apakah pemerintah bakalan keluarin isu omnibus law sebelum pilpres 2019 kemarin?? Nope. That's suicide move. Makanya begitu kepilih langsung dikebut. Draft disusun Nov 2019 - rampung Feb 2020.. Wtf.,1,0
12531,@jokowi Setiap berita omnibus law pasti di blok dasar pemerintah bangsat,0,1
12532,"Omnibus law dgn 82 RUU dan ratusan pasal, naskah akademik nya cuma selesai 3 bulan? Pemerintah ini ingin mengalahkan rekor Bandung Bondowoso sepertinya.",1,0
12533,"@panca66 Negara mana yg mau invest sama negara yg melestarikan pemalsuan Ijazah.  Pembela omnibus selalu ngeles, ""tidak dihapus, pemerintah tetep ngawasin"". Sengaja RUU dg bahasa bersayap dibuat, membuka ruang orang utk saling menzalimi",1,0
12534,"@kenndaru Dengan substansi Omnibus Law yang sangat kental dan kebablasan kapitalnya, saya masih heran kenapa tetap ada yg bilang Pemerintah itu komunis 🤭🤭🤭",1,0
12535,@null Jokowi hingga Luhut Buka Suara soal Omnibus Law Cipta Kerja Pemerintah sudah men   https://t.co/ALZg5BPAL1,0,0
12536,pemerintah ingin mengembalikan pemusatan kekuasaan (sentralisasi) melalui omnibus law RUU Cipta Kerja yg tetep CILAKA  https://t.co/mm0Bc4KSm7,0,0
12537,"@budimandjatmiko semoga pemerintah juga segera menyelenggarakan debat publik untuk RUU Omnibus Law, bukan malah nyuruh Polri dan BIN untuk ""dekat"".",1,0
12538,"Sampah demi sampah terus terkuak dari RUU Omnibus Law. Garbage IN Garbage OUT. Pemerintah Berkualitas Sampah pastilah memroduksi Kebijakan dan Regulasi Yang Beraroma Sampah. Setelah berkilah salah ketik, kali ini salah apa? Salah pakai otak? Celaka..!!   https://t.co/krqDte4c7I",1,0
12539,"Omnibus law cilaka , mereka bilang pengusaha untung , buruh buntung ? Maksud lain dari pemerintah ini mengajak kalian2 untuk punya usaha woi , mau sampe kapan kalian jadi buruh kalo kalian bisa punya usaha sendiri ? Jgn apa2 di demoin lah",1,0
12540,@Boyok95071616 @BadjaNuswantara RUU KPK dan RUU omnibus law itu lah pertanda keberpihakan pemerintah saat ini kpd penindasan/penjajahan rakyat.,0,0
12541,"@kenndaru Tampaknya RUU Omnibus law akan menghadapi tantangan penolakan yg berat yg tdk diduga Pemerintah. Seandainyapun dipaksa lolos, MK akan kebanjiran judical revieu. Sulit jg implementasinya, meningkatkan ketidak pastian hukum.",1,0
12542,"Bukan hanya proses pembuatannya yg dikebut, RUU Omnibus ini juga didesak agar disahkan dalam tempo 100 hari sejak diserahkan oleh pemerintah.   Ini sama saja dengan menyuruh DPR mengesahkan perubahan 82 UU hanya dalam waktu 100 hari.",1,0
12543,"Jadi gini, dlm proses pembuatan UU, tiap UU harus dibuat draft-nya. Bisa oleh DPR, bisa oleh pemerintah. Tiap draft harus didahului oleh Kajian Akademik. Omnibus Law terdiri dari 82 RUU dan ratusan pasal. Berapa lama waktu yg dibutuhkan utk bikin kajiannya?",1,0
12544,"@DesaKita2 @Ferrynh Kalau lewat negara, melihat apa yg terjadi akhir2 ini kok skeptis ya.  Lihat aja draft Omnibus Law, isinya sentralisasi semua. Kuat banget pemerintah pusat, segala diurus ama mereka.  Lahirkan anak2 ideologis dan arahkan mereka untuk bisa hidup dan menafkahi dirinya dari sana",1,0
12545,"Soal Omnibus Law, kang dagang prapatan Ceger cuma pesen ke pemerintah:  ""Yg penting kaga ade bandar besar yg ikut jualan gorengan, nasi uduk, rangginang-ranggining, ame uli bakar. Udah seneng kite.""",1,0
12546,"Secara sederhana, Omnibus Law RUU Cipta Kerja disusun untuk mempermudah investor dalam berinvestasi sehingga terciptanya lapangan kerja. Namun, selain mempermudah investasi, pemerintah juga perlu memikirkan tentang perlindungan serikat pekerja.   https://t.co/dzxDWyzeVp",1,0
12547,"Baru baca soal omnibus law ini, alig si pemerintah kalo sampe disahin, apalagi soal pekerja makin ga berpihak sama rakyat aja",0,1
12548,"Terkait RUU Omnibus Law Ciptaker, Sandi Uno Minta Pemerintah Penuhi Tuntutan Buruh  https://t.co/hhGgRDHZpU",0,0
12549,"Terkait jasa kepelabuhanan di RUU Cipta Kerja (omnibus law), peran pemerintah (pusat) cenderung menjadi lebih kuat. Posisi ini mungkin masih tidak bersahabat &amp; masih tidak linier dengan ekspektasi dunia usaha.  https://t.co/MtQM4c9uMM",1,0
12550,"@ilman__nafian Keren ini, segala masukan seputar RUU Omnibus Law bisa lewat pemerintah atau DPR.",0,1
12551,"Kontroversi Omnibus Law, Walhi Sebut Pemerintah Seperti VOC  https://t.co/9v3VuQaCVw  https://t.co/gZ07kFodj5",0,1
12552,"Dengan adanya Omnibus law cipta kerja...saya melihat ada ketidakmampuan pemerintah menjaga stabilitas perekonomian Indonesia ke depan, semua masih terlihat samar wajar jika investor kuatir  akhirnya rakyat yg jadi korban. #OmnibusLawRampasHakRakyat  #OmnibusLawRampasHakRakyat",1,0
12553,#OmnibusLawRampasHakRakyat kami atas rakyat Indonesia menolak penuh omnibus law yg merugikan rakyat-rakyat terutama rakyat miskin. Dan banyak menguntungkan pemerintah.,0,1
12554,"@LimMaryana @rey16mase Inflasi msh terjaga mas, PHK pst ada alasan kuat..sy aja kl punya duit, gk brani buka pabrik disini..mental buruh &amp; birokrasi msh kayak gini..PR pemerintah sih BPJS msh asuransi termurah di negri ini.. Omnibus law msh debatable (sy sih banyak setujunya)",1,0
12555,"Soalnya beda bgt sama press releasenya.   https://t.co/dLSIOqZavG  https://t.co/wSOUargNpP Di press release tertulis kalo bakal bahas tentang amdal, undang-undang lingkungan yg bermasalah, kebijakan pemerintah, hingga omnibus law tapi saat di lapangan ga dibahas sama sekali.",1,0
12556,Yaya berpendapat sebaiknya pemerintah tak menggunakan penciptaan lapangan pekerjaan sebagai dalih untuk membuat omnibus law RUU Cipta Kerja kalau hanya menguntungkan pengusaha besar. #OmnibusLawRampasHakRakyat,1,0
12557," https://t.co/80Bmyk6RL6, Jakarta - Direktur Eksekutif Walhi atau Wahana Lingkungan Hidup Indonesia Nur Hidayati menilai pemerintah ingin mengembalikan pemusatan kekuasaan (sentralisasi) melalui omnibus law RUU Cipta Kerja. #OmnibusLawRampasHakRakyat",1,0
12558,"Kontroversi Omnibus Law, Walhi Sebut Pemerintah Seperti VOC  #OmnibusLawRampasHakRakyat #OmnibusLawRampasHakRakyat   https://t.co/FrUdhjZ78h",0,1
12559,"Satgas Diminta Rahasiakan Draf Omnibus Law  Kalau UU Omnibus Law lebih baik dari sejumlah UU yang akan di gantikan, kenapa drafnya hrs di rahasiakan? Apa ada rencana dari pihak pemerintah utk tdk berpihak ke Rakyat dibalik itu? #OmnibusLawRampasHakRakyat    https://t.co/4yvEXZ8bvL",1,0
12560,"Wah, Ketidakpuasan Perusahaan Jepang di RI Tertinggi ASEAN  https://t.co/HbChGdAOgv  Buruh jgn selalu dilihat sbg sumber masalah, ketidakkreatifan pemerintah jgn lantas pakai jurus omnibus law padahal paket2 ekonomi telah diluncurkan hasilnya nihil.",1,0
12561,@angkvgadang @pakWali_ @PoppyBarawas @salima252 @AfrizaMunaf @kotaksegiempat @degreatiskandar @ZupHomeez @zarazettirazr @DudyDam_ @berdurihalus @Nemo_4512 @WisnuRamadi @delf_piliang @Minang_cyber @ghanieierfan @Aming_kamtib @Luvianna11 @siraul_ebat @dhe_nokk @tifsembiring @bujang_minang @damnoise @antonkerenz1 @MuhammadRafal3 @luviku @ekonindo1 @BayuWisanggeni @evylagi @gunturmataram @m4s4g03s @KyaiMblebes @sigitigisigit @her_alone @ibrohamsulthonn @sulis_tiyanto @mirazh_me @varleent @demagog_inc @TongSate @AyahFahmi @budihidayat20 @Sbalhmar @esatrasan @SiAndi_ @jams_ahmad @lilazeeb @aagunawan @dadang_adp @Orieisme Salah satu pasal dkm omnibus law adalah pemerintah wajib menanyakan rakyatnya makan dan minum apa kalo cuaca panas....  https://t.co/GdNo1GBbfA,1,0
12562,"@jokowi wacana cukai Co2 untuk kendaraan bermotor &amp;  tax yg sudah diberlakukan saat ini menjadikan ""Ambigu"" dlm Spirit tujuan RUU Omnibus Law yg dibuat pemerintah...piyee ""Pak De"" @KemenkeuRI tdk paham atau koord dlm Kabinet "" Mawut"" @setkabgoid",1,0
12563,"Kontroversi Omnibus Law, Walhi Sebut Pemerintah Seperti VOC  https://t.co/9Lz0kayvWR",0,1
12564,Omnibus Law ternyata Mou (pemghambaan) pemerintah Jokowi periode dua dengan IMF dan Bank Dunia  Jadi tidak usah jual demi rakyat dan demi sejahterakan rakyat seementara aslinya antek dan jongos asing,1,0
12565,[SERUAN KAJIAN!!!] Hidup Mahasiswa! Hidup Rakyat Indonesia! . 'De omnibus dubitandum' (Semua meragukan) - Rene Descartes Omnibus law semakin menjadi. Kesalahan pengetikan disana sini. Berbagai aksi telah dilalui. Namun nafsu pemerintah tak bisa disudahi.  https://t.co/Rbp2WB0ljk,1,0
12566,"Seiring informasi yang dapat kami sampaikan, Omnibus Law ternyata Mou (pemghambaan) pemerintah Jokowi periode dua dengan IMF dan Bank Dunia (renternir dunia)  Jadi tidak usah jual demi rakyat dan demi sejahterakan rakyat seementara aslinya antek dan jongos asing  #BangsatBangsa",1,0
12567,"Sementara pemerintah merancang Omnibus Law CILAKA, dan rakyatnya dikasih maenan TikTok.  Make a issues, make a fake news buat nina boboin rakyatnya. Welcome to Salam Pancasila #banjir  #TolakOmnibusLawRasaKomunis",1,0
12568,Pemerintah Diminta Fasilitasi Diskusi Soal Omnibus Law -  https://t.co/EzvWuj59Se  https://t.co/goGMXYu1eS,0,1
12569,"SUDAH TERBAYANG HUKUM KANIBAL DI MASA DEPAN! 1. Mendagri bisa memecat kepala daerah. 2. IMB dihapus, ini hilangkan fungsi kontrol pemerintah daerah.   Bima Aria Sebut Omnibus Law Otoriter  https://t.co/fi3TH3VDFA  #OmnibusLawRampasHakRakyat",1,0
12570,Dan konsep Omnibus Law menjadi satu diantara daya tarik investasi. Karena dari RUU Omnibus Law keliatan kalau Pemerintah Indonesia serius kasih kelegaan badan usaha untuk berkembang dan berusaha sebesar-besarnya di wilayah Indonesia,1,0
12571,RUU Omnibus Law Ciptaker Borpotensi Jadikan Pemerintah Seperti Orba  https://t.co/3uWaZ4Az02 #Nasional,0,1
12572,"Pemerintah dan wakil rakyate yo lagi asu banget. Omnibus Law lah, Ketahanan Keluarga lah, ash prek. Karang yo kabeh ki rumonsoooooo!",1,0
12573,"Hahahhaa pengalihan isu yaaa ini, pemerintah emang suka becanda.. ikutin aja bangg trs lo bully aja itu akun biar ga kebiasaan ngalihin isu omnibus law ! *ehhh #sperma trending",1,0
12574,"Indonesia negara demokrasi yang katanya dari-oleh-untuk rakyat, tapi akhir-akhir ini kerjaan pemerintah selalu bertentangan dengan rakyatnya. Isu omnibus law yang dirancang pemerintah lebih merugikan buat rakyat dan lebih ""sayang"" investor daripada rakyatnya sendiri hahaha  https://t.co/y0wPPpTeVd",1,0
12575,"Terkait RUU Omnibus Law Ciptaker, Sandi Uno Minta Pemerintah Penuhi Tuntutan Buruh   https://t.co/jNbzqkPEh2 #OmnibusLawCilaka #SandiagaUno",0,0
12576,"Mendengar kata Omnibus Law, tentu kita akan terpikirkan mengenai investasi yang sedang diproyeksikan oleh pemerintah untuk meningkatkan pertumbuhan ekonomi. Lalu bagaimana omnibus law sendiri dari aspek investasi? Dan apa saja yg perlu menjadi fokus dalam omnibus law ini?",0,0
12577,"Walikota Bogor: ""Saya melihat akhir-akhir ini, kecenderungan kembalinya watak otoriter pemerintah. Walaupun justifikasinya untuk pembangunan yang efektif, tapi bahaya, banyak hal dikorbankan. Sebagai contoh, Omnibus Law.""  https://t.co/sduTg99Tjn",1,0
12578,Ombudsman: Sebaiknya DPR Kembalikan RUU Omnibus Law ke Pemerintah  https://t.co/QPnzK78Tkq  https://t.co/J4kDudR8rr,0,1
12579,Pemangkasan Perizinan di Omnibus Law Hilangkan Kendali Pemerintah  https://t.co/2LvjL15tNw,0,1
12580,Fahira Nilai Omnibus Law Bentuk Frustasi Pemerintah atas Mandeknya Ekonomi -  https://t.co/EzvWuj59Se  https://t.co/GgM9zBr3re,0,1
12581,"Omnibus Law, Niat Baik Pemerintah  https://t.co/0dCKWM2Muz",0,1
12582,Sandiaga Uno : Pemerintah Harus Segera Selesaikan Masalah Omnibus Law RUU Cipta Kerja -  https://t.co/Z9gEBsO3Po,0,1
12583,Hai DPR! Kembalikan Draf Omnibus Law ke Pemerintah  https://t.co/wh2Qla0Kwx,0,1
12584,"@Karolina_bee11 @Sarah_Pndj @KemensetnegRI @fadjroeL @dini_purwono Ya sudah mungkin mbak Karol tidak mau jawab soal pasal 170 ya. Ganti pertanyaaan mudah saja, seberapa jauh pemerintah libatkan publik dalam penyusunan draf omnibus bill sebelum diserahkan ke DPR? Mbak, kalau mau ngasih info usulan soal omnibus law yang lengkap.",1,0
12585,"RUU Omnibus Law Cipta Lapangan Kerja, RUU Ketahanan Keluarga, dll.  Pemerintah ga mau bikin undang2 yg lebih sedikit bermanfaat gitu? Semisal RUU ngatur suku bunga KPR. Btw suku bunga KPR itu hitungan bunganya ga manusiawi.",1,0
12586,Ombudsman meminta pemerintah untuk mencari pihak yang paling bertanggung jawab terkait permasalahan Pasal 170 dalam Omnibus Law.  https://t.co/2ZahXIcNYk,0,1
12587,"🌎OMNIBUS LAW Bukan solusi genjot Investasi. ☑ 🌎Prediksi Saya makin buruk.  ☑ 🌎Sudah berkali-kali semua aturan baru janji manis➡hasilnya makin buruk,  betul❓  Faisal Basri: Omnibus Law Bukti Pemerintah Salah Diagnosa Masalah -  https://t.co/NLiLDrzJmJ  https://t.co/TYaVAzdJII",1,0
12588,"@_Wiwis_Mbecak coba suruh yang ngomong itu baca UU nomor 12 tahun 2011 Bab 3 tentang Hierarki Pasal 7, sedangkan pasal 170 bab 13 Omnibus law itu menyatakan kalo UU/Perpu bisa dirubah oleh Peraturan Pemerintah (PP), padahal hierarki UU/Perpu lebih tinggi dari pada PP 🤦🏻‍♂️",1,0
12589,"@diendakamilia Karena dinilai dirancang terlalu terburu buru dan ada pasal yang cacat hukum tapi kata pemerintah typo. Selain itu kan omnibus law ini ada belasan cluster,salah satunya ketenagakerjaan dimana ketenagakerjaan ini banyak yang merugikan buruh",1,0
12590,"Dalam Omnibus Law RUU Cipta Kerja penentuan tarif pesawat kelas ekonomi tak lagi di bawah kewenangan Menhub, melainkan diatur oleh Pemerintah.  #KitaSambutOmnibusLaw #PenerbanganNasional #IndonesiaMaju  https://t.co/QGufPwWZae",1,0
12591,"@UyokBack Bikin OmniBus Law, PP dapat mengubah UU. Skrg Intelejen Negara dan Polri yg mestinya dijauhkan dr politik, mlh disuruh ""sosialisasikan"" OL.  Apa Pemerintah maunya ngerusak Hukum Ketatanegaraan atau krn ketidaktahuan?",1,0
12592,Pengaturan tarif penerbangan kelas ekonomi yang dilakukan oleh Pemerintah adalah salah satu dari banyak manfaat Omnibus Law Cipta Kerja.  #tiketpesawat #OmnibusLaw #RUUCiptaKerja  https://t.co/Zqrar9suWz,0,0
12593,"“Diskusi dengan tema penolakan Omnibus Law RUU Cipta Kerja dibubarkan karena dianggap melawan pemerintah. Ini membuktikan Rezim Jokowi membunuh demokrasi,” kata pengamat politik Muslim Arbi   https://t.co/GojzafWu56",1,0
12594,Pemerintah Dan DPR Siap Terima Masukan Terkait RUU Omnibus Law  https://t.co/gJ5N7h8Un2,0,1
12595,Omnibus law adalah contoh pemerintah mengikuti cara berpikir komunis.   #OmnibusLawPesananKomunis,0,0
12596,@CANDAdanBISNIS @ProfYLH @DPR_RI @PDI_Perjuangan @jokowi @Mega_Wati_ Bila Susah Di Cabut SKB 2 Mentri Tsb Maka Revisi Pasal Ttg Rumah Ibadah Tsb Pada SKB Tsb Dan Itu Bisa Di Usulkan Ke Pak Mahfud @mohmahfudmd Bila Perlu Omnibus Law Tentang Rumah Ibadah Kalau Bisa Jadi Kewenangan Pemerintah Pusat,1,0
12597,Ombudsman Sarankan DPR Kembalikan Draf Omnibus Law Cipta Kerja ke Pemerintah  https://t.co/r7lXUVXVH4,0,1
12598,"Saksikan ulasan saya ttg ""Omnibus Law: Pembatalan Perda oleh Pemerintah Pusat""   https://t.co/3DV8zOvgnH",0,1
12599,Pemerintah Resentralisasi Kewenangan Lewat Omnibus Law  https://t.co/eNC4EZmm0g,0,1
12600,"Ning IG leh mu pamer mangan enak mben dino ng kafe, review skincare, plesir dolan mben weekend, pamer ninja kreditan, tik tok an ng pabrik. Yo pantes pemerintah ngetokke omnibus law cilaka. Salahe ra tau memperlihatkan sisi melaratmu. Wong ki sing sak madyo, opo onone wae slurrr",1,0
12601,@MeongEmpus Pemerintah berupaya memangkas regulasi yang selama ini menghambat investasi dengan mengusulkan RUU Omnibus Law BUKAN menjadikan seperti negara Komunis  @MeongEmpus Jangan Buat Provokasi dan Hoax Terus   #OmnibusLaw #OmnibusLawUntukNegeri #DukungOmnibusLaw  https://t.co/44vAN91LxR,1,0
12602,"Kesalahan fatal tlh terjadi melalùi Menkumham yg tdk teliti dlm pengajuan RUU OMNIBUS LAW. Pak Jokowi sbg presiden RI, mohon oknum tsb diresufle. Dinilai Sudah Melenceng, Guru Besar UI Sebut Sebaiknya Pemerintah Tarik Kembali Omnibus Law RUU Ciptaker  https://t.co/oCp0v7LXi6",1,0
12603,Bisa dimengerti utk sosialisasi Omnibus Law dipakai akun bekas kemudian di-rename.  Di Twitter skrg tidak terlalu mudah bagi akun terafiliasi pemerintah menambah follower. Akun juru bicara presiden saja sejak dibuat di bulan Januari follower belum sampai 500.,1,0
12604,"Apapun tentang Omnibus Law, pemerintah mengganti UU dengan PP adalah kesalahan fatal. Lebih baik DPR kembalikan itu pada pemerintah untuk diperbaiki.",0,0
12605,"Pendiri Lingkar Madani, Ray Rangkuti, menegaskan menolak omnibus law RUU Cipta Kerja.   Dia juga mempertanyakan wewenang Presiden Joko Widodo (Jokowi) bisa mengubah undang-undang (UU) melalui peraturan pemerintah (PP)  #OmnibusLawPesananKomunis..⁉️  https://t.co/byvwh7rRNa",1,0
12606,Wali Kota Bogor @BimaAryaS menyebut Rancangan Undang-undang (RUU) Omnibus Law Cipta Lapangan Kerja merupakan bentuk sikap otoriter pemerintah  #OmnibusLawPesananKomunis..⁉️  https://t.co/qlsRmCbJGf,1,0
12607,DPR harus berani kembalikan RUU Omnibus Law kepada pemerintah. Jangan tabrak aturan main.,0,0
12608,"Baru baca Tl;dr Omnibus Law, dan..... Tailah ini negara. bau tengiknya sebenernya udah kecium dari pas partai pendukung pemerintah megang jabatan DPR, tapi kita cuma fokus cebong-kadrun jadi anteng aja di begoin",1,0
12609,"@CNNIndonesia Selalu komunikasi yang disalahkan terus sih?  Pantas lah operasional kerja nya Tim Pemerintah semrawut, Padahal saat ini ada Whatsapp Telegram Henpon Email Video Call TikTok Cloud AI Blockchain yaitu sarana mempermudah komunikasi.  Re: Salah Ketik RUU Ciptaker Cilaka Omnibus Law",1,0
12610,"Bahas Omnibus Law, Buruh Apresiasi Pemerintah  https://t.co/QpaHS96I4u",0,1
12611,FPI Curiga Omnibus Law Merugikan Pribumi  https://t.co/sHKGQj7dyy akal akalan pemerintah buat membodohi rakyat #OmnibusLawPesananKomunis,1,0
12612,"pemerintahan otoriter terlihat jelas saat pemerintah tidak mendengar apa yg diinginkan masyarakat saat revisi UU, dan kejadian ini pun bisa terulang dlm pengesahan Omnibus Law cilaka. Sangat terlihat keberpihakan penguasa kpd pengusaha dan semena-mena pd kaum buruh",1,0
12613,"Pemerintah, Pengusaha dan serikat pekerja hadir dalam pembahasan Omnibus Law  #OmnibusLaw  https://t.co/MvMU3YjTOm",0,1
12614,"@iimfahima nah itu yang mestinya jadi tugas anggota dewan, mengawasi kerja pemerintah.  Lah ini malah mau sok sok gaya usul 6 bulan cuti melahirkan tapi diam saja gak merespon omnibus law yang pangkas hak cuti pekerja yang salah satunya cuti melahirkan.  Mana bisa yang kayak gini dipercaya",1,0
12615,"@fahiraidris @tribunnews Pemerintah gila buat undang2 tanpa melibatkan rakyat,jgn ada diskusi tolak Omnibus law",0,1
12616,"DPR yang terpilih oleh rakyat,seharusnya secara tegas dan berani berjuang membela hak-hak rakyatnya.  RUU Omnibus Law adalah kezhaliman Pemerintah pada rakyat.  DPR wajib menolak RIU yg akan membuat rakyaynya semakin menderita.",1,0
12617,"Investasi seharusnya tdk boleh melemahkan kedaulatan suatu Bangsa. Bila RUU omnibus law menghamba tunduk mengikuti kemauan invesyor, Pemerintah sudah berlaku zhalim dan aniaya pada rakyatnya sendiri",1,0
12618,"Fahira Idris Sebut Pemerintah Harus Fasilitasi Diskusi Soal Omnibus Law, Ini Alasannya, baca @tribunnews  https://t.co/xKW2n7GYn3  #omnibuslaw",0,1
12619,PWI Tolak Peraturan Pemerintah (PP) dalam Draft RUU Omnibus Law Cipta Kerja  https://t.co/1zrZVrcby8,0,0
12620,"WASPADAI OMNIBUS LAW MODEL TIK TOK..  Pemerintah Bilang Salah ke-TIK, Lalu Digiring Ke DPR.. Dan DPR akan Bilang Salah ke-TOK! 😁😁",1,0
12621,JAKARTA--Anggaran.newa:  Pakar hukum tata negara Refly Harun menjelaskan pandangannya terkait RUU Omnibus Law rancangan  pemerintah.  #birokrasi #OmnibusLaw #penumpukankekuasaan  https://t.co/agGr3bcSkh,1,0
12622,"Gerindra meminta pemerintah menarik kembali draf omnibus law RUU Cipta Kerja. Menanggapi hal itu, Menko Polhukam Mahfud Md 'menyerang' balik Gerindra. Apa katanya? #OmnibusLaw #MahfudMD  https://t.co/5Ei5e1EjPG",1,0
12623,"Jangan Koruptif, Ini Catatan Untuk Pemerintah Dan DPR Efektifkan Omnibus Law #Omnibus Law #RepublikMerdeka  https://t.co/VCM85QSUiQ",0,1
12624,"Makin sini makin gk percaya ke pemerintah dari mulai RKUHP, pelemahan KPK sampe omnibus law yg kalau dibaca tuh cuaksss pisan  https://t.co/F28cBjpaE1",0,0
12625,"Presiden Joko Widodo menegaskan Undang-Undang tidak bisa diubah dengan Peraturan Pemerintah, sebagaimana yang tercantum dalam Pasal 170 Omnibus Law Cipta Kerja.  https://t.co/3fErMvbDhU  https://t.co/z629er0Xxf",0,0
12626,"Jurnalis Senior RRI, Freddy Ndolu: Sangat baik bagi pemerintah untuk memulai sesuatu, ada niat baik untuk melakukan sebuah temuan dan inovasi. Artinya, mereka telah melakukan riset dan tidak mungkin tiba-tiba muncul Omnibus Law.  #LayarDemokrasi  https://t.co/ns6OyEQkD6  https://t.co/tMDJIoUNZ3",1,0
12627,"WASPADAI OMNIBUS LAW MODEL TIK TOK..  Pemerintah Bilang Salah ke-TIK, Lalu Digiring Ke DPR.. Dan DPR akan Bilang Salah ke-TOK!  😁😁  Cc: @Raj4Purwa",1,0
12628,"@fadlizon BUKAN LAYAK LAGI  Persoalannya apakah Pemerintah mau membubarkan? Bukankah itu maunya Pemerintah dan PARTAI POLI-TIKUS POLITBIRO yg berkuasa?  Adakah @DPR_RI mendukung anda utk BUBARKAN BPIP?  Dan kalau UU CILAKA Omnibus Law sdh diketuk siapa bisa menentang,?  #BongkarMegaKorupsi",1,0
12629,"[DISKUSIK MENGUNDANG KAMU]  Pemerintah tengah mengupayakan sebuah terobosan hukum berupa Omnibus Law, yang katanya mampu mengatasi tumpang tindihnya regulasi dinegeri ini.  Oleh sebab itu DISKUSIK mengundang kamu untuk membahas lebih lanjut dalam tema ""Kacau Balau Omnibus Law""  https://t.co/NYwKkhnaJa",1,0
12630,"Mulai dari salah ketik, salah persepsi. Intinya satu : Omnibus Law terlalu terburu-buru. Lah drafter nya kan pemerintah",0,0
12631,@anditian25 @RamliRizal @KemenkeuRI MELIHAT DARI DRAFT UU CILAKA OMNIBUS LAW Kontroversial yg timbul adanya Peraturan Presiden bisa menggantikan UU Serta kesediaan Pemerintah mempermudah pembebasan lahan yg dipilih investor Adlh sebagian tindakan OTORITER YG DIMILIKI PEMERINTAH  #BongkarMegaKorupsi #JKWjawaraNgibul,1,0
12632,"Dinilai Sudah Melenceng, Guru Besar UI Sebut Sebaiknya Pemerintah Tarik Kembali Omnibus Law RUU Ciptaker  ===== Omnibus Law RUU Ciptaker ini kesannya saling ""lempar kesalahan"" antara drafter,  Menkumham &amp; istana ..... Ngak bener nih ! =====   https://t.co/GczH1rduF9",1,0
12633,"Lagi baca2 RUU Ketahanan Keluarga dan Omnibus Law yg blakangan banyak rame diomongin. Asli, pemerintah kok jadi caper gini sih?",1,0
12634,Pemerintah akan menanggung biaya sertifikasi halal bagi produk UMKM yang diatur dalam Omnibus Law RUU Cipta Kerja. #MostUpdate1058,1,0
12635,Membahas draf Omnibus Law Rancangan Undang-undang Cipta Kerja yang menyebut peraturan pemerintah (PP) bisa mengubah ketentuan dalam undang-undang. Presiden Joko Widodo (Jokowi) telah menegaskan UU tidak bisa diubah dengan PP #RUUOmnibusLaw,1,0
12636,Pasal 170 Omnibus Law menyebutkan suatu UU bisa diubah dengan Peraturan Pemerintah.  Salah ketik! #RUUOmnibusLaw   https://t.co/SWlnYLxXYS,0,1
12637,"Menteri BUMN @erickthohir membela Presiden @jokowi terkait Omnibus Law. Menurut Erick, salah satu upaya pemerintah mendongkrak investasi dengan membuat RUU Omnibus Law Cipta Kerja.  Baca berita selengkapnya hanya di  https://t.co/DOorCvRkKO  https://t.co/F0MozQlTgE",1,0
12638,"Pemerintah Diminta Gerindra Tarik Draf RUU Omnibus Law, Mahfud MD Beri Respons Tak Terduga  https://t.co/gZy62JImmw  https://t.co/o5UaiWazcK",0,1
12639,"@Se_Na_Sionalis @SuburBur @PartaiSocmed Itu dia, karena muatannya penolakan terhadap kebijakan pemerintah ""omnibus law"" makanya diperketat, tp klo cm bahas misal : tiktok, apa iya akan dibubarin begitu ketika tak berijin, di mana rasa keadilannya... CMIIW",1,0
12640,Menteri Perhubungan mengatakan pemerintah berencana menghapus 18 pasal terkait penerbangan dalam omnibus law RUU Cipta Kerja.  https://t.co/GakNWaT5CA,0,0
12641,"Sebut Omnibus Law Investasi, GP Ansor: Pemerintah Lebih Peduli Investor daripada Lapangan Kerja   https://t.co/ormdktAcxG lewat @nu_online",0,0
